gameDate,game,competition,bet,market,betValue,betTime,betAmount,odds,isMarketMaker,wallet
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Over 2.5,Under/Over (2.5),18.0,2026-06-25 16:47:05 UTC,18.0,1.315,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),6.0,2026-06-25 16:46:30 UTC,6.0,1.5713,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,2.0,2026-06-25 16:45:27 UTC,2.0,1.5238,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Egypt -1.5,Asian Handicap (-1.5),0.0,2026-06-25 16:45:23 UTC,0.0,1.1187,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Over 2.5,Under/Over (2.5),1.0,2026-06-25 16:45:20 UTC,1.0,1.3137,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Under 5.5,Under/Over (5.5),58.0,2026-06-25 16:45:14 UTC,58.0,1.9387,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.5,Under/Over (2.5),1.0,2026-06-25 16:45:10 UTC,1.0,1.305,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 0.5,Under/Over (0.5),16.0,2026-06-25 16:45:07 UTC,16.0,1.81,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 1.5,Under/Over (1.5),5.0,2026-06-25 16:45:03 UTC,5.0,1.595,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),0.0,2026-06-25 16:44:59 UTC,0.0,1.1187,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Over 2.5,Under/Over (2.5),1.0,2026-06-25 16:44:57 UTC,1.0,1.5012,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.5,Under/Over (2.5),1.0,2026-06-25 16:44:56 UTC,1.0,1.305,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),0.0,2026-06-25 16:44:53 UTC,0.0,1.1187,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Over 1.5,Under/Over (1.5),48.0,2026-06-25 16:44:36 UTC,48.0,1.6075,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Algeria +1.5,Asian Handicap (1.5),49.0,2026-06-25 16:41:31 UTC,49.0,1.8938,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 21:00:00 UTC,Panama vs England,FIFA World Cup ,England -5.5,Asian Handicap (5.5),49.0,2026-06-25 16:41:16 UTC,49.0,1.0475,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,3.0,2026-06-25 16:41:05 UTC,3.0,1.7775,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,39.0,2026-06-25 16:40:44 UTC,39.0,1.78,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:40:43 UTC,49.0,1.885,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Algeria +1.5,Asian Handicap (1.5),48.0,2026-06-25 16:40:21 UTC,48.0,1.8925,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 0.5,Under/Over (0.5),0.0,2026-06-25 16:40:20 UTC,0.0,1.235,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Cape Verde,1X2,0.0,2026-06-25 16:40:12 UTC,0.0,1.3638,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,0.0,2026-06-25 16:40:09 UTC,0.0,1.4688,Yes,0x0dE776fe723F8121F0cEAF1C9B03f774320c3ef5
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Egypt -1.5,Asian Handicap (-1.5),0.0,2026-06-25 16:39:32 UTC,0.0,1.1475,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Over 5.5,Under/Over (5.5),49.0,2026-06-25 16:39:31 UTC,49.0,1.09,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:39:30 UTC,49.0,1.8363,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 23:30:00 UTC,Congo DR vs Uzbekistan,FIFA World Cup ,Congo DR -3.5,Asian Handicap (-3.5),49.0,2026-06-25 16:39:29 UTC,49.0,1.0525,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Cape Verde,1X2,10.0,2026-06-25 16:39:29 UTC,10.0,1.365,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Egypt -1.5,Asian Handicap (-1.5),0.0,2026-06-25 16:39:27 UTC,0.0,1.1475,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Over 0.5,Under/Over (0.5),18.0,2026-06-25 16:39:22 UTC,18.0,1.8363,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,28.0,2026-06-25 16:39:20 UTC,28.0,1.47,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Over 1.5,Under/Over (1.5),5.0,2026-06-25 16:39:19 UTC,5.0,1.6038,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Under 5.5,Under/Over (5.5),58.0,2026-06-25 16:39:15 UTC,58.0,1.9387,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 1.5,Under/Over (1.5),5.0,2026-06-25 16:39:08 UTC,5.0,1.5938,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +2,Asian Handicap (2),38.0,2026-06-25 16:39:07 UTC,38.0,1.7763,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 0.5,Under/Over (0.5),15.0,2026-06-25 16:39:04 UTC,15.0,1.8062,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Over 2.5,Under/Over (2.5),1.0,2026-06-25 16:39:01 UTC,1.0,1.3037,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Austria -1.5,Asian Handicap (1.5),0.0,2026-06-25 16:38:57 UTC,0.0,1.1175,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Iran +1.5,Asian Handicap (-1.5),48.0,2026-06-25 16:38:51 UTC,48.0,1.8613,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:38:38 UTC,49.0,1.7075,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 0.5,Under/Over (0.5),49.0,2026-06-25 16:38:37 UTC,49.0,1.3113,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:38:33 UTC,49.0,1.8875,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:38:26 UTC,49.0,1.6225,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 4.0,Under/Over (4),33.0,2026-06-25 16:38:24 UTC,33.0,1.6887,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Algeria +1.5,Asian Handicap (1.5),48.0,2026-06-25 16:38:22 UTC,48.0,1.8938,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Over 5.5,Under/Over (5.5),49.0,2026-06-25 16:38:21 UTC,49.0,1.09,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 0.5,Under/Over (0.5),47.0,2026-06-25 16:38:21 UTC,47.0,1.235,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 3.0,Under/Over (3),21.0,2026-06-25 16:38:18 UTC,21.0,1.4325,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:37:22 UTC,49.0,1.8363,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Iran +1.5,Asian Handicap (-1.5),49.0,2026-06-25 16:37:19 UTC,49.0,1.8613,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:37:03 UTC,49.0,1.6225,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Curaçao +2,Asian Handicap (2),4.0,2026-06-25 16:36:42 UTC,4.0,1.4412,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:36:40 UTC,49.0,1.8875,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Over 3.5,Under/Over (3.5),0.0,2026-06-25 16:36:40 UTC,0.0,1.5225,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Over 3.0,Under/Over (3),0.0,2026-06-25 16:36:39 UTC,0.0,1.5225,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 0.5,Under/Over (0.5),49.0,2026-06-25 16:36:35 UTC,49.0,1.3113,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:36:30 UTC,49.0,1.7063,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 0.5,Under/Over (0.5),2.0,2026-06-25 16:36:19 UTC,2.0,1.235,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Algeria +1.5,Asian Handicap (1.5),49.0,2026-06-25 16:35:59 UTC,49.0,1.8938,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,437.0,2026-06-25 16:35:47 UTC,437.0,1.5225,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Iran +1.5,Asian Handicap (-1.5),49.0,2026-06-25 16:35:23 UTC,49.0,1.8613,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 0.5,Under/Over (0.5),49.0,2026-06-25 16:35:18 UTC,49.0,1.3113,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:35:15 UTC,49.0,1.8875,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 2.5,Under/Over (2.5),49.0,2026-06-25 16:35:11 UTC,49.0,1.8363,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:35:08 UTC,49.0,1.7063,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 1.5,Under/Over (1.5),49.0,2026-06-25 16:35:06 UTC,49.0,1.6225,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Under 0.5,Under/Over (0.5),49.0,2026-06-25 16:35:02 UTC,49.0,1.235,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,0.0,2026-06-25 16:32:42 UTC,0.0,1.4688,Yes,0x0dE776fe723F8121F0cEAF1C9B03f774320c3ef5
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +1,Asian Handicap (1),1.0,2026-06-25 16:32:40 UTC,1.0,1.5112,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tie,1X2,0.0,2026-06-25 16:32:38 UTC,0.0,1.075,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 02:00:00 UTC,Algeria vs Austria,FIFA World Cup ,Tie,1X2,1300.0,2026-06-25 16:31:51 UTC,1300.0,1.4175,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,660.0,2026-06-25 16:31:47 UTC,660.0,1.4688,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +1,Asian Handicap (1),3303.0,2026-06-25 16:31:47 UTC,3303.0,1.5112,Yes,0xB1854fc8aD8ce649EA80D007Fc67d318a239a5DA
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:45 UTC,0.0,1.1812,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway -1.5,Asian Handicap (-1.5),0.0,2026-06-25 16:31:42 UTC,0.0,1.055,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:37 UTC,0.0,1.1812,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not Norway,1X2,4.0,2026-06-25 16:31:36 UTC,4.0,1.815,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tie,1X2,10.0,2026-06-25 16:31:33 UTC,10.0,1.08,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not Norway,1X2,4.0,2026-06-25 16:31:31 UTC,4.0,1.815,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:29 UTC,0.0,1.1875,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway -1.5,Asian Handicap (-1.5),50.0,2026-06-25 16:31:28 UTC,50.0,1.0625,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not France,1X2,0.0,2026-06-25 16:31:28 UTC,0.0,1.3912,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Not France,1X2,10.0,2026-06-25 16:31:27 UTC,10.0,1.3912,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:27 UTC,0.0,1.1912,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:27 UTC,0.0,1.19,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,0.0,2026-06-25 16:31:27 UTC,0.0,1.1887,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 19:00:00 UTC,Norway vs France,FIFA World Cup ,Norway,1X2,10.0,2026-06-25 16:31:26 UTC,10.0,1.1912,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,1X2,0.0,2026-06-25 16:30:44 UTC,0.0,1.3588,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,12,30.0,2026-06-25 16:29:55 UTC,30.0,1.6238,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,1X2,10.0,2026-06-25 16:29:55 UTC,10.0,1.3613,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 19:00:00 UTC,Senegal vs Iraq,FIFA World Cup ,Over 6.5,Under/Over (6.5),49.0,2026-06-25 16:28:32 UTC,49.0,1.0788,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 23:30:00 UTC,Congo DR vs Uzbekistan,FIFA World Cup ,Congo DR -3.5,Asian Handicap (-3.5),49.0,2026-06-25 16:26:58 UTC,49.0,1.0525,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Over 5.5,Under/Over (5.5),49.0,2026-06-25 16:26:49 UTC,49.0,1.0875,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 0.5,Under/Over (0.5),32.0,2026-06-25 16:19:57 UTC,32.0,1.0375,Yes,0xB1854fc8aD8ce649EA80D007Fc67d318a239a5DA
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tunisia +1.5,Asian Handicap (1.5),10.0,2026-06-25 16:17:55 UTC,10.0,1.2725,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Over 1.0,Under/Over (1),20.0,2026-06-25 16:17:41 UTC,20.0,1.7288,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not Turkey,1X2,37.0,2026-06-25 16:15:42 UTC,37.0,1.7538,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not Turkey,1X2,167.0,2026-06-25 16:15:32 UTC,167.0,1.7538,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Over 1.0,Under/Over (1),34.0,2026-06-25 16:14:48 UTC,34.0,1.72,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Sweden,1X2,10.0,2026-06-25 16:09:28 UTC,10.0,1.215,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Germany -1.5,Asian Handicap (1.5),17.0,2026-06-25 16:09:23 UTC,17.0,1.3625,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Germany,12,25.0,2026-06-25 16:08:51 UTC,25.0,1.7625,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast,1X2,29.0,2026-06-25 16:08:44 UTC,29.0,1.8262,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador +1.5,Asian Handicap (1.5),222.0,2026-06-25 16:08:41 UTC,222.0,1.6325,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -3,Asian Handicap (3),0.0,2026-06-25 16:08:26 UTC,0.0,1.3575,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -3,Asian Handicap (3),0.0,2026-06-25 16:08:24 UTC,0.0,1.3575,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -3,Asian Handicap (3),0.0,2026-06-25 16:08:08 UTC,0.0,1.3575,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -3,Asian Handicap (3),4639.0,2026-06-25 16:08:07 UTC,4639.0,1.3575,Yes,0xF1e5c82790d22aa57B3ec4454818c8e886E9e439
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast,1X2,4.0,2026-06-25 16:04:13 UTC,4.0,1.8262,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 3.0,Under/Over (3),25.0,2026-06-25 16:03:50 UTC,25.0,1.52,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast,1X2,4.0,2026-06-25 16:03:31 UTC,4.0,1.8262,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -3,Asian Handicap (3),66.0,2026-06-25 16:03:26 UTC,66.0,1.2875,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -3.5,Asian Handicap (3.5),66.0,2026-06-25 16:03:26 UTC,66.0,1.2338,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),27.0,2026-06-25 16:03:26 UTC,27.0,1.5625,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -4.5,Asian Handicap (4.5),65.0,2026-06-25 16:03:25 UTC,65.0,1.1087,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast,1X2,46.0,2026-06-25 16:03:24 UTC,46.0,1.83,Yes,0x29c4c7668B1f9E7B037b36080Ea8682510C66b0e
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not Ivory Coast,1X2,0.0,2026-06-25 16:02:11 UTC,0.0,1.1687,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Curaçao,1X2,9.0,2026-06-25 15:59:11 UTC,9.0,1.055,Yes,0xB1854fc8aD8ce649EA80D007Fc67d318a239a5DA
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast,1X2,15.0,2026-06-25 15:58:19 UTC,15.0,1.83,Yes,0x29c4c7668B1f9E7B037b36080Ea8682510C66b0e
