gameDate,game,competition,bet,market,betValue,betTime,betAmount,odds,isMarketMaker,wallet
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,2.0,2026-06-25 11:20:03 UTC,2.0,1.7237,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan -1.5,Asian Handicap (-1.5),53.0,2026-06-25 11:14:54 UTC,53.0,1.2625,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan,1X2,49.0,2026-06-25 11:10:09 UTC,49.0,1.5063,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador,1X2,16.0,2026-06-25 11:09:18 UTC,16.0,1.1713,Yes,0x7b24CF01b6D5e87723223E2A2f5ebed92B5Cc7a9
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,42.0,2026-06-25 11:07:46 UTC,42.0,1.785,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador,1X2,30.0,2026-06-25 11:05:50 UTC,30.0,1.1713,Yes,0x7b24CF01b6D5e87723223E2A2f5ebed92B5Cc7a9
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,40.0,2026-06-25 11:04:02 UTC,40.0,1.7237,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -2,Asian Handicap (2),2.0,2026-06-25 11:01:40 UTC,2.0,1.6738,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Netherlands -2,Asian Handicap (2),32.0,2026-06-25 11:01:02 UTC,32.0,1.6738,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,26.0,2026-06-25 10:53:16 UTC,26.0,1.5088,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,330.0,2026-06-25 10:53:09 UTC,330.0,1.7237,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-27 03:00:00 UTC,Egypt vs Iran,FIFA World Cup ,Not tie,1X2,3.0,2026-06-25 10:49:39 UTC,3.0,1.6338,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Cape Verde,1X2,0.0,2026-06-25 10:48:47 UTC,0.0,1.3775,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 2.0,Under/Over (2),0.0,2026-06-25 10:48:45 UTC,0.0,1.2512,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey,12,0.0,2026-06-25 10:48:41 UTC,0.0,1.3275,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Cape Verde,1X2,304.0,2026-06-25 10:48:29 UTC,304.0,1.3775,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 2.0,Under/Over (2),12.0,2026-06-25 10:48:27 UTC,12.0,1.2563,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,12,30.0,2026-06-25 10:48:24 UTC,30.0,1.615,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,12,30.0,2026-06-25 10:48:18 UTC,30.0,1.615,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay 0,Asian Handicap (0),30.0,2026-06-25 10:48:18 UTC,30.0,1.6125,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Turkey,12,16.0,2026-06-25 10:48:15 UTC,16.0,1.3313,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Over 1.0,Under/Over (1),227.0,2026-06-25 10:47:56 UTC,227.0,1.9312,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 3.0,Under/Over (3),1.0,2026-06-25 10:46:57 UTC,1.0,1.535,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 2.0,Under/Over (2),0.0,2026-06-25 10:46:55 UTC,0.0,1.2563,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 3.0,Under/Over (3),26.0,2026-06-25 10:46:07 UTC,26.0,1.535,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Under 2.0,Under/Over (2),12.0,2026-06-25 10:46:07 UTC,12.0,1.2563,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Over 2.5,Under/Over (2.5),34.0,2026-06-25 10:42:55 UTC,34.0,1.7037,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Germany,1X2,2022.0,2026-06-25 10:41:00 UTC,2022.0,1.6338,Yes,0x4A9D959770C77f6A06aAEC44f296f4dCDE2CAdc3
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,24.0,2026-06-25 10:40:58 UTC,24.0,1.5088,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador,1X2,10.0,2026-06-25 10:37:38 UTC,10.0,1.17,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Over 2.5,Under/Over (2.5),28.0,2026-06-25 10:37:01 UTC,28.0,1.5663,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,1955.0,2026-06-25 10:36:37 UTC,1955.0,1.5088,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Germany,1X2,19.0,2026-06-25 10:35:48 UTC,19.0,1.6387,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Over 2.5,Under/Over (2.5),28.0,2026-06-25 10:34:21 UTC,28.0,1.5663,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Over 2.5,Under/Over (2.5),28.0,2026-06-25 10:31:29 UTC,28.0,1.57,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Ecuador,1X2,742.0,2026-06-25 10:29:19 UTC,742.0,1.8237,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Under 3.0,Under/Over (3),659.0,2026-06-25 10:27:29 UTC,659.0,1.62,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Ecuador,1X2,817.0,2026-06-25 10:26:08 UTC,817.0,1.8237,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not tie,1X2,7.0,2026-06-25 10:24:07 UTC,7.0,1.8838,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay 0,Asian Handicap (0),29.0,2026-06-25 10:23:33 UTC,29.0,1.6025,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),28.0,2026-06-25 10:23:03 UTC,28.0,1.5713,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,3.0,2026-06-25 10:22:07 UTC,3.0,1.785,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,3.0,2026-06-25 10:22:02 UTC,3.0,1.785,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 2.0,Under/Over (2),29.0,2026-06-25 10:20:46 UTC,29.0,1.59,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-27 23:30:00 UTC,Colombia vs Portugal,FIFA World Cup ,Portugal,1X2,422.0,2026-06-25 10:20:26 UTC,422.0,1.52,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -2,Asian Handicap (2),1.0,2026-06-25 10:19:37 UTC,1.0,1.5425,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -2,Asian Handicap (2),26.0,2026-06-25 10:19:08 UTC,26.0,1.5425,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not tie,1X2,7.0,2026-06-25 10:19:03 UTC,7.0,1.8838,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),28.0,2026-06-25 10:18:59 UTC,28.0,1.5713,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),28.0,2026-06-25 10:18:46 UTC,28.0,1.57,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),28.0,2026-06-25 10:18:40 UTC,28.0,1.57,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not Germany,1X2,10.0,2026-06-25 10:18:17 UTC,10.0,1.3575,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,517.0,2026-06-25 10:16:05 UTC,517.0,1.5088,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Not Paraguay,1X2,20.0,2026-06-25 10:14:09 UTC,20.0,1.6488,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Not tie,1X2,12.0,2026-06-25 10:13:32 UTC,12.0,1.5762,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Over 1.5,Under/Over (1.5),28.0,2026-06-25 10:13:16 UTC,28.0,1.5813,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),27.0,2026-06-25 10:12:55 UTC,27.0,1.5688,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 2.0,Under/Over (2),28.0,2026-06-25 10:12:54 UTC,28.0,1.5813,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,USA,1X2,16.0,2026-06-25 10:06:18 UTC,16.0,1.51,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.0,Under/Over (3),28.0,2026-06-25 10:05:23 UTC,28.0,1.5713,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Under 3.0,Under/Over (3),659.0,2026-06-25 10:02:26 UTC,659.0,1.62,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not Sweden,1X2,36.0,2026-06-25 09:58:11 UTC,36.0,1.7862,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Not tie,1X2,50.0,2026-06-25 09:57:58 UTC,50.0,1.81,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Over 3.0,Under/Over (3),7.0,2026-06-25 09:54:15 UTC,7.0,1.4487,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-27 00:00:00 UTC,Cape Verde vs Saudi Arabia,FIFA World Cup ,Not Saudi Arabia,1X2,10.0,2026-06-25 09:53:23 UTC,10.0,1.6575,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Not Netherlands,1X2,0.0,2026-06-25 09:52:56 UTC,0.0,1.1,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not Ivory Coast,1X2,0.0,2026-06-25 09:52:25 UTC,0.0,1.1575,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 1.0,Under/Over (1),0.0,2026-06-25 09:48:51 UTC,0.0,1.2463,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 2.5,Under/Over (2.5),34.0,2026-06-25 09:48:34 UTC,34.0,1.7,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 1.0,Under/Over (1),11.0,2026-06-25 09:48:31 UTC,11.0,1.2463,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 2.0,Under/Over (2),28.0,2026-06-25 09:48:31 UTC,28.0,1.5837,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-27 00:00:00 UTC,Uruguay vs Spain,FIFA World Cup ,Spain,1X2,16.0,2026-06-25 09:46:57 UTC,16.0,1.655,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not Curaçao,1X2,17.0,2026-06-25 09:44:59 UTC,17.0,1.945,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not Curaçao,1X2,17.0,2026-06-25 09:44:53 UTC,17.0,1.945,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not tie,1X2,85.0,2026-06-25 09:44:49 UTC,85.0,1.8875,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Over 3.5,Under/Over (3.5),139.0,2026-06-25 09:43:51 UTC,139.0,1.4438,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Under 4.5,Under/Over (4.5),334.0,2026-06-25 09:42:16 UTC,334.0,1.8562,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Curaçao,1X2,0.0,2026-06-25 09:41:37 UTC,0.0,1.0475,Yes,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Ecuador,1X2,0.0,2026-06-25 09:40:53 UTC,0.0,1.165,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Tie,1X2,3.0,2026-06-25 09:40:01 UTC,3.0,1.1062,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Tie,1X2,11.0,2026-06-25 09:38:25 UTC,11.0,1.1125,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Under 2.0,Under/Over (2),15.0,2026-06-25 09:36:12 UTC,15.0,1.5837,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,384.0,2026-06-25 09:32:07 UTC,384.0,1.7275,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,958.0,2026-06-25 09:32:06 UTC,958.0,1.7275,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,729.0,2026-06-25 09:30:37 UTC,729.0,1.485,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Not tie,1X2,329.0,2026-06-25 09:24:33 UTC,329.0,1.8825,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,0.0,2026-06-25 09:24:28 UTC,0.0,1.4838,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,999.0,2026-06-25 09:24:11 UTC,999.0,1.485,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tunisia +2.5,Asian Handicap (2.5),48.0,2026-06-25 09:23:17 UTC,48.0,1.4625,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Under 3.0,Under/Over (3),18.0,2026-06-25 09:22:44 UTC,18.0,1.3825,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Germany -1,Asian Handicap (1),49.0,2026-06-25 09:20:23 UTC,49.0,1.5038,Yes,0x85488156a1675CE39D29f15418b1bf15eA79a2a6
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,0.0,2026-06-25 09:19:46 UTC,0.0,1.48,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,1X2,234.0,2026-06-25 09:19:12 UTC,234.0,1.3475,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,999.0,2026-06-25 09:19:06 UTC,999.0,1.4825,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-26 02:00:00 UTC,Turkey vs USA,FIFA World Cup ,Not USA,1X2,999.0,2026-06-25 09:17:56 UTC,999.0,1.485,Yes,0x06a093a3A59Ea8C48045fA50224c6c6700bcF052
2026-06-28 19:00:00 UTC,South Africa vs Canada,FIFA World Cup ,Not Canada,1X2,358.0,2026-06-25 09:15:26 UTC,358.0,1.4475,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-28 19:00:00 UTC,South Africa vs Canada,FIFA World Cup ,Not Canada,1X2,2024.0,2026-06-25 09:13:55 UTC,2024.0,1.4475,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan,1X2,856.0,2026-06-25 09:12:27 UTC,856.0,1.5125,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Paraguay,1X2,10.0,2026-06-25 09:11:32 UTC,10.0,1.3487,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan,1X2,861.0,2026-06-25 09:09:49 UTC,861.0,1.5137,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 5.0,Under/Over (5),658.0,2026-06-25 09:08:45 UTC,658.0,1.86,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 2.0,Under/Over (2),407.0,2026-06-25 09:08:45 UTC,407.0,1.185,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 4.0,Under/Over (4),658.0,2026-06-25 09:08:44 UTC,658.0,1.6963,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 2.5,Under/Over (2.5),81.0,2026-06-25 09:08:44 UTC,81.0,1.3413,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Under 3.0,Under/Over (3),113.0,2026-06-25 09:08:44 UTC,113.0,1.4363,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Under 5.5,Under/Over (5.5),282.0,2026-06-25 09:08:40 UTC,282.0,1.9375,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan,1X2,5158.0,2026-06-25 09:07:07 UTC,5158.0,1.5137,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-26 02:00:00 UTC,Paraguay vs Australia,FIFA World Cup ,Not tie,1X2,112.0,2026-06-25 09:04:22 UTC,112.0,1.5762,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Japan,1X2,31.0,2026-06-25 09:04:13 UTC,31.0,1.515,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Under 2.5,Under/Over (2.5),17.0,2026-06-25 09:04:06 UTC,17.0,1.485,Yes,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Over 3.5,Under/Over (3.5),23.0,2026-06-25 09:03:44 UTC,23.0,1.4688,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-27 03:00:00 UTC,New Zealand vs Belgium,FIFA World Cup ,Not Belgium,1X2,100.0,2026-06-25 09:02:36 UTC,100.0,1.1675,Yes,0x5B3498Cb20C3107B5B267fabd3601B6425BDeb42
2026-06-25 20:00:00 UTC,Curaçao vs Ivory Coast,FIFA World Cup ,Ivory Coast -1.5,Asian Handicap (1.5),32.0,2026-06-25 09:01:11 UTC,32.0,1.6475,Yes,0x4a09916b1325Eed50eE8973B13742a205B0B7c7E
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Over 3.5,Under/Over (3.5),0.0,2026-06-25 08:57:39 UTC,0.0,1.35,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Over 3.5,Under/Over (3.5),0.0,2026-06-25 08:57:04 UTC,0.0,1.345,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-25 20:00:00 UTC,Ecuador vs Germany,FIFA World Cup ,Over 3.5,Under/Over (3.5),17.0,2026-06-25 08:56:52 UTC,17.0,1.3487,Yes,0xC88F614A48f8A705d7465b03aAF62ddaca0c3754
2026-06-28 02:00:00 UTC,Jordan vs Argentina,FIFA World Cup ,Under 5.5,Under/Over (5.5),521.0,2026-06-25 08:56:35 UTC,521.0,1.9038,Yes,0xe2C68b7ef85645e47F9b94382c3Db59b046945a2
2026-06-25 23:00:00 UTC,Japan vs Sweden,FIFA World Cup ,Not tie,1X2,108.0,2026-06-25 08:54:50 UTC,108.0,1.73,Yes,0x68E1818FF20BBe84F9be9E0A4A395FB11079Bd35
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tunisia +2.5,Asian Handicap (2.5),0.0,2026-06-25 08:54:44 UTC,0.0,1.4625,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Tunisia +2.5,Asian Handicap (2.5),49.0,2026-06-25 08:54:14 UTC,49.0,1.4625,Yes,0x77B23094D6E48F735487DA7410DbEeE2Fc87A0c8
2026-06-25 23:00:00 UTC,Tunisia vs Netherlands,FIFA World Cup ,Not tie,1X2,103.0,2026-06-25 08:53:25 UTC,103.0,1.9187,Yes,0x81b0690435A7b77c1fE50f311506934127e9De73
