fillHash,bettor,side,stake,odds,marketLabel,betLabel,competition,gameLabel,teamOneName,teamTwoName,marketHash,sportXeventId,maker,settled,tradeStatus,valid,betTime,gameTime,netReturn,chainVersion,baseToken
0x7d536b1f35b725269abc7254ec90ca50ccca56bb210b3d2118963062a41ce0b2,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1,,39.22095,1.315,1X2,,English Premier League,Hull City vs Manchester United,Hull City,Manchester United,0x2cf719d8125a0ce8b30cf64e54c5ecf77f06126bc554e7b25fabbc72ee413952,L19236539,0,0,SUCCESS,1,1786884152,1787398200,124.510952,SXR,0x6629Ce1Cf35Cc1329ebB4F63202F3f197b3F050B
0x3b4020a7dedef04108fd84d51b986ec0aa64b0e777c9ac0d4c51f107d3590106,0x740d5718a79A8559fEeE8B00922F8Cd773A81D84,,6.47,1.2138,Under/Over (1.5),,English Premier League,Hull City vs Manchester United,Hull City,Manchester United,0xff94b64540b1f4876a9b61f7abc856bf1efeb99bca7cf7fc56e51fbe432c69a3,L19236539,0,0,SUCCESS,1,1786880633,1787398200,30.269006,SXR,0x6629Ce1Cf35Cc1329ebB4F63202F3f197b3F050B
0xe4c2b9f486982b41626561d2f921b54a2cc40bdf036a0442449bf08b0d587a84,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1,,123.26515,1.5787,Under/Over (3),,English Premier League,Hull City vs Manchester United,Hull City,Manchester United,0xfa50abbae5bfdbf97cd2a58fbf350d5eba025159d6ca11f20066807fbf6cfcd2,L19236539,0,0,SUCCESS,1,1786880266,1787398200,212.98514,SXR,0x6629Ce1Cf35Cc1329ebB4F63202F3f197b3F050B
0x0353c141478d0566f83e374f7784af6eb93f5721a343bd2253347a401c09996e,0x8268feC8dCb0D284343054BDf2b649286c9aA0a1,,60.54972,1.6738,Under/Over (3.5),,English Premier League,Hull City vs Manchester United,Hull City,Manchester United,0x0a08e0170f01c3d1a9a1ac32f64197e2b46643bdbadcccc75996936c0470d731,L19236539,0,0,SUCCESS,1,1786880265,1787398200,89.869714,SXR,0x6629Ce1Cf35Cc1329ebB4F63202F3f197b3F050B
